"RSN","YEAR","Region","M","Dip","Rake","Ztor","Zhyp","Rjb","Rrup","Rx","Vs30","Z25","Z10","W","Fnm","Frv","A1100","LUF","HUF","T10p000","T07p500","T05p000","T04p000","T03p000","T02p000","T01p500","T01p000","T00p750","T00p500","T00p400","T00p300","T00p250","T00p200","T00p150","T00p100","T00p075","T00p050","T00p030","T00p020","T00p010","PGA","PGV","CAV","AI","EQID","SSN"
155,1979,4,5.9,64,-100,1.277,6,31.43,31.45,-1.45,401.34,NA,NA,7.1,1,0,0.0184,0.625,16,NA,NA,NA,NA,NA,NA,-0.126497830315636,-0.383939394150356,-0.203953840760512,-0.284039052281947,-0.584211841960747,-1.08305936226918,-0.935213127650193,-0.758011075683755,-0.458848034824942,0.220058529761657,-0.229721546467861,-0.297117869394164,-0.50170311079855,-0.505230432744176,-0.514564079098808,-0.516474158652887,-0.422165783775901,-0.504055547872176,-0.87525662614018,49,609
156,1979,4,5.9,64,-100,1.277,6,1.41,4.64,4.54,585.04,NA,NA,7.1,1,0,0.1207,0.4125,28,NA,NA,NA,NA,NA,-0.762910578959477,-0.617173186099884,-0.430692823862047,-0.297489150892664,-0.62950170848518,-0.5702073029869,-0.807441758390732,-0.671401900543076,-0.478746473812151,-0.525158773997328,-0.404547881244513,-0.393306506619767,-0.561757108596653,-0.547016253924633,-0.547534654481306,-0.578192039478275,-0.599177438594015,-0.472547694502258,-0.471035797892348,-0.971207034723762,49,624
157,1979,4,5.9,64,-100,1.277,6,13.21,13.28,-10.03,535.24,NA,NA,7.1,1,0,0.0504,1.125,24,NA,NA,NA,NA,NA,NA,NA,NA,-1.33423716654346,-1.22426752089021,-1.09240841070678,-1.07718662047037,-0.92012420216587,-1.02127295467209,-0.839970879229468,-0.499479997882156,-0.6178192614739,-0.671146314485701,-0.954650655017238,-0.965870434072471,-1.01396832965005,-1.01568030588408,-1.34644881624012,-0.749822574189701,-1.60924197426492,49,933
158,1979,1,6.53,80,180,0,9.96,0,0.34,0.35,259.86,3.14,1.36,13,0,0,0.4638,0.2875,32,NA,NA,NA,NA,-0.869227466997456,-0.619392501962886,-0.446841556094059,-0.664105679615561,-0.792126005365096,-0.548973946079075,-0.440124165781893,-0.230543636774104,-0.286376367020277,-0.508015903384522,-0.274703611230112,0.0962354658741889,-0.340794036454776,-0.169985916538189,-0.358387018035375,-0.63182699055152,-0.691162915751403,-0.732573371015067,-0.767068742473301,-0.659175487053043,-1.39281880235105,50,243
159,1979,1,6.53,80,180,0,9.96,0,0.65,0.66,242.05,3.04,1.32,13,0,0,0.47,0.1625,16,NA,NA,-1.07107353722887,-0.977796266459788,-0.890608710855284,-0.383674592783651,-0.595009834584439,-0.891782680523017,-0.560661962980328,-0.497585831448005,-0.76132941656916,-0.831621254383866,-0.861095165377302,-1.07930290621183,-0.825918872356596,-0.366146390348355,-0.382829276557044,-0.450324849030834,-0.600386034704724,-0.863927998419045,-0.862757577461445,-0.895970302430458,-0.639672200757872,-0.53987102953525,-1.58253441299889,50,245
160,1979,1,6.53,80,180,0,9.96,0.44,2.66,2.7,223.03,3.26,1.4,13,0,0,0.4589,0.125,32,NA,-0.621447025931261,-0.77695808296227,-1.05873954103451,-0.977724733124939,-0.652166002435052,-0.791783539622141,-0.364137457533096,0.208554126587759,0.613981438780878,0.728665016981845,0.678107347637231,0.731012675584153,0.858904611492288,0.731944705738763,0.459160041537977,0.380401842726697,0.515891151584929,0.537508425504227,0.326687756783652,0.301516976698248,0.292330907330128,-0.271585645959852,0.216931778437153,0.248005168019646,50,210
161,1979,1,6.53,80,180,0,9.96,8.54,10.42,9.64,208.71,3.46,1.5,13,0,0,0.2258,0.05375,32,-0.0927632881228355,-0.216246640239449,0.136791414037936,-0.0133307737802135,-0.0333302108286633,-0.239368682314328,-0.270876921677219,-0.312913979761628,-0.463697127621697,-0.39862560238239,-0.437054821385998,-0.110658789913242,-0.210307009423813,-0.282727349981593,-0.33868962663001,-0.270950338970816,-0.192745144253401,-0.173459482652935,-0.361891366789477,-0.45730356562913,-0.45319602549332,-0.437304151954363,0.105614724974697,-0.60986579792658,-1.17496192619454,50,216
162,1979,1,6.53,80,180,0,9.96,10.45,10.45,-10.45,231.23,2.96,1.28,13,0,0,0.2112,0.05,32,-0.168337188685598,0.00748363664300955,-0.543382580137067,-0.637228354688895,-0.669997083028973,-0.860842535181221,-0.461684018351516,-0.687217308728183,-0.401928065507882,0.103703204833935,-0.01433645984637,-0.0443647180112303,-0.0409066274212244,-0.130520417667166,0.0828584268345409,0.210765206151698,-0.0553953086882664,-0.186451998133413,-0.146347684978079,-0.131535938672416,-0.131615971537185,-0.113145764378157,-0.383678818486438,-0.1126629009811,-0.269768513373567,50,209
163,1979,1,6.53,80,180,0,9.96,23.17,24.6,18.52,205.78,3.36,1.46,13,0,0,0.0958,0.0875,32,0.374715315037955,0.0486258246413795,0.353889756491005,-0.129419914224171,-0.0926409374628792,-0.583233530000854,-0.512891663201815,-0.617107592771831,-0.67972292439866,-0.884170789828149,-0.601102274815166,-0.132660239496212,-0.254890163024271,-0.17339271118774,-0.351394431026879,-0.446683011257188,-0.309767011484054,-0.438972895695699,-0.303345135000521,-0.381610561168085,-0.408267563714114,-0.393262366090875,-0.114327135374214,-0.480170758499865,-1.02364479896444,50,217
164,1979,1,6.53,80,180,0,9.96,15.19,15.19,-12.73,471.53,0.5,0.5,13,0,0,0.1517,0.1125,24,NA,0.12498805499601,0.167173619654774,0.189292136356309,0.400415825479752,0.255993985331609,0.25160723604424,0.455935095913592,0.56586603621295,0.313256507840672,0.341606014817788,0.478722211500827,0.135675588038464,-0.0119207046677889,0.0318510710491311,0.13456770281343,0.0251289815322582,-0.257630992124191,-0.256176959562981,-0.195834193397117,-0.164862705185033,-0.160034662438961,-0.00281093336783966,1.08123073801561,1.20974250698028,50,240
165,1979,1,6.53,80,180,0,9.96,7.29,7.29,-3.94,242.05,2.3,1,13,0,0,0.2737,0.225,24,NA,NA,NA,-0.487947265903256,-0.6254043609948,-0.58657118400186,-0.344418218188688,-0.0398979995907665,0.328087829421165,-0.0942419555538225,-0.152937486661139,-0.313736457472153,-0.0465740862612996,-0.397112207975409,-0.431834042643963,-0.303598425462252,-0.250233474457,-0.307986472152011,-0.235014308512303,-0.261169915574365,-0.239279336316829,-0.229077909672962,-0.341447312348126,0.146996727759016,-0.288804240983689,50,247
